batcher_sort, 10, Time/s, 0.106,10
batcher_sort, 10, Time/s, 0.122,10
quick_sort, 10, Time/s, 0.111,10
quick_sort, 10, Time/s, 0.127,10
batcher_sort, 20, Time/s, 0.326,10
batcher_sort, 20, Time/s, 0.341,10
quick_sort, 20, Time/s, 0.205,10
quick_sort, 20, Time/s, 0.220,10
batcher_sort, 30, Time/s, 0.314,10
batcher_sort, 30, Time/s, 0.330,10
quick_sort, 30, Time/s, 0.288,10
quick_sort, 30, Time/s, 0.304,10
batcher_sort, 40, Time/s, 0.819,10
batcher_sort, 40, Time/s, 0.834,10
quick_sort, 40, Time/s, 0.399,10
quick_sort, 40, Time/s, 0.414,10
batcher_sort, 50, Time/s, 0.856,10
batcher_sort, 50, Time/s, 0.872,10
quick_sort, 50, Time/s, 0.528,10
quick_sort, 50, Time/s, 0.544,10
batcher_sort, 60, Time/s, 0.858,10
batcher_sort, 60, Time/s, 0.873,10
quick_sort, 60, Time/s, 0.610,10
quick_sort, 60, Time/s, 0.626,10
batcher_sort, 70, Time/s, 2.413,10
batcher_sort, 70, Time/s, 2.428,10
quick_sort, 70, Time/s, 0.815,10
quick_sort, 70, Time/s, 0.830,10
batcher_sort, 80, Time/s, 2.457,10
batcher_sort, 80, Time/s, 2.473,10
quick_sort, 80, Time/s, 0.908,10
quick_sort, 80, Time/s, 0.923,10
batcher_sort, 90, Time/s, 2.447,10
batcher_sort, 90, Time/s, 2.463,10
quick_sort, 90, Time/s, 1.111,10
quick_sort, 90, Time/s, 1.127,10
batcher_sort, 100, Time/s, 2.425,10
batcher_sort, 100, Time/s, 2.440,10
quick_sort, 100, Time/s, 1.224,10
quick_sort, 100, Time/s, 1.239,10
binary_search, 10, Time/s, 0.067,10
binary_search, 10, Time/s, 0.082,10
binary_search_opt, 10, Time/s, 0.088,10
binary_search_opt, 10, Time/s, 0.104,10
binary_search, 20, Time/s, 0.066,10
binary_search, 20, Time/s, 0.082,10
binary_search_opt, 20, Time/s, 0.071,10
binary_search_opt, 20, Time/s, 0.087,10
binary_search, 30, Time/s, 0.126,10
binary_search, 30, Time/s, 0.142,10
binary_search_opt, 30, Time/s, 0.078,10
binary_search_opt, 30, Time/s, 0.093,10
binary_search, 40, Time/s, 0.136,10
binary_search, 40, Time/s, 0.152,10
binary_search_opt, 40, Time/s, 0.119,10
binary_search_opt, 40, Time/s, 0.135,10
binary_search, 50, Time/s, 0.097,10
binary_search, 50, Time/s, 0.113,10
binary_search_opt, 50, Time/s, 0.114,10
binary_search_opt, 50, Time/s, 0.130,10
binary_search, 60, Time/s, 0.167,10
binary_search, 60, Time/s, 0.184,10
binary_search_opt, 60, Time/s, 0.109,10
binary_search_opt, 60, Time/s, 0.125,10
binary_search, 70, Time/s, 0.187,10
binary_search, 70, Time/s, 0.202,10
binary_search_opt, 70, Time/s, 0.105,10
binary_search_opt, 70, Time/s, 0.120,10
binary_search, 80, Time/s, 0.157,10
binary_search, 80, Time/s, 0.172,10
binary_search_opt, 80, Time/s, 0.126,10
binary_search_opt, 80, Time/s, 0.142,10
binary_search, 90, Time/s, 0.181,10
binary_search, 90, Time/s, 0.197,10
binary_search_opt, 90, Time/s, 0.141,10
binary_search_opt, 90, Time/s, 0.156,10
binary_search, 100, Time/s, 0.192,10
binary_search, 100, Time/s, 0.207,10
binary_search_opt, 100, Time/s, 0.129,10
binary_search_opt, 100, Time/s, 0.144,10
almost_search, 10, Time/s, 0.145,10
almost_search, 10, Time/s, 0.161,10
almost_search_opt, 10, Time/s, 0.064,10
almost_search_opt, 10, Time/s, 0.080,10
almost_search, 20, Time/s, 0.126,10
almost_search, 20, Time/s, 0.142,10
almost_search_opt, 20, Time/s, 0.094,10
almost_search_opt, 20, Time/s, 0.111,10
almost_search, 30, Time/s, 0.155,10
almost_search, 30, Time/s, 0.171,10
almost_search_opt, 30, Time/s, 0.141,10
almost_search_opt, 30, Time/s, 0.156,10
almost_search, 40, Time/s, 0.180,10
almost_search, 40, Time/s, 0.195,10
almost_search_opt, 40, Time/s, 0.139,10
almost_search_opt, 40, Time/s, 0.155,10
almost_search, 50, Time/s, 0.235,10
almost_search, 50, Time/s, 0.251,10
almost_search_opt, 50, Time/s, 0.123,10
almost_search_opt, 50, Time/s, 0.139,10
almost_search, 60, Time/s, 0.255,10
almost_search, 60, Time/s, 0.271,10
almost_search_opt, 60, Time/s, 0.170,10
almost_search_opt, 60, Time/s, 0.185,10
almost_search, 70, Time/s, 0.235,10
almost_search, 70, Time/s, 0.250,10
almost_search_opt, 70, Time/s, 0.238,10
almost_search_opt, 70, Time/s, 0.254,10
almost_search, 80, Time/s, 0.267,10
almost_search, 80, Time/s, 0.283,10
almost_search_opt, 80, Time/s, 0.212,10
almost_search_opt, 80, Time/s, 0.227,10
almost_search, 90, Time/s, 0.271,10
almost_search, 90, Time/s, 0.286,10
almost_search_opt, 90, Time/s, 0.167,10
almost_search_opt, 90, Time/s, 0.182,10
almost_search, 100, Time/s, 0.255,10
almost_search, 100, Time/s, 0.271,10
almost_search_opt, 100, Time/s, 0.188,10
almost_search_opt, 100, Time/s, 0.204,10
naive_psi, 10, Time/s, 0.159,10
naive_psi, 10, Time/s, 0.174,10
naive_psi_opt, 10, Time/s, 0.121,10
naive_psi_opt, 10, Time/s, 0.136,10
naive_psi, 20, Time/s, 0.510,10
naive_psi, 20, Time/s, 0.526,10
naive_psi_opt, 20, Time/s, 0.222,10
naive_psi_opt, 20, Time/s, 0.207,10
naive_psi, 30, Time/s, 1.231,10
naive_psi, 30, Time/s, 1.246,10
naive_psi_opt, 30, Time/s, 0.164,10
naive_psi_opt, 30, Time/s, 0.148,10
naive_psi, 40, Time/s, 2.440,10
naive_psi, 40, Time/s, 2.455,10
naive_psi_opt, 40, Time/s, 0.278,10
naive_psi_opt, 40, Time/s, 0.262,10
naive_psi, 50, Time/s, 4.474,10
naive_psi, 50, Time/s, 4.489,10
naive_psi_opt, 50, Time/s, 0.370,10
naive_psi_opt, 50, Time/s, 0.386,10
naive_psi, 60, Time/s, 7.061,10
naive_psi, 60, Time/s, 7.076,10
naive_psi_opt, 60, Time/s, 0.513,10
naive_psi_opt, 60, Time/s, 0.497,10
naive_psi, 70, Time/s, 10.221,10
naive_psi, 70, Time/s, 10.236,10
naive_psi_opt, 70, Time/s, 0.743,10
naive_psi_opt, 70, Time/s, 0.728,10
naive_psi, 80, Time/s, 14.078,10
naive_psi, 80, Time/s, 14.094,10
naive_psi_opt, 80, Time/s, 0.919,10
naive_psi_opt, 80, Time/s, 0.904,10
naive_psi, 90, Time/s, 17.774,10
naive_psi, 90, Time/s, 17.789,10
naive_psi_opt, 90, Time/s, 1.053,10
naive_psi_opt, 90, Time/s, 1.038,10
naive_psi, 100, Time/s, 22.543,10
naive_psi, 100, Time/s, 22.559,10
naive_psi_opt, 100, Time/s, 1.244,10
naive_psi_opt, 100, Time/s, 1.229,10
linear_search, 10, Time/s, 0.048,10
linear_search, 10, Time/s, 0.033,10
linear_search_opt, 10, Time/s, 0.044,10
linear_search_opt, 10, Time/s, 0.060,10
linear_search, 20, Time/s, 0.056,10
linear_search, 20, Time/s, 0.072,10
linear_search_opt, 20, Time/s, 0.052,10
linear_search_opt, 20, Time/s, 0.068,10
linear_search, 30, Time/s, 0.132,10
linear_search, 30, Time/s, 0.148,10
linear_search_opt, 30, Time/s, 0.076,10
linear_search_opt, 30, Time/s, 0.060,10
linear_search, 40, Time/s, 0.126,10
linear_search, 40, Time/s, 0.143,10
linear_search_opt, 40, Time/s, 0.071,10
linear_search_opt, 40, Time/s, 0.087,10
linear_search, 50, Time/s, 0.066,10
linear_search, 50, Time/s, 0.083,10
linear_search_opt, 50, Time/s, 0.072,10
linear_search_opt, 50, Time/s, 0.088,10
linear_search, 60, Time/s, 0.115,10
linear_search, 60, Time/s, 0.130,10
linear_search_opt, 60, Time/s, 0.056,10
linear_search_opt, 60, Time/s, 0.072,10
linear_search, 70, Time/s, 0.101,10
linear_search, 70, Time/s, 0.116,10
linear_search_opt, 70, Time/s, 0.058,10
linear_search_opt, 70, Time/s, 0.073,10
linear_search, 80, Time/s, 0.153,10
linear_search, 80, Time/s, 0.169,10
linear_search_opt, 80, Time/s, 0.085,10
linear_search_opt, 80, Time/s, 0.101,10
linear_search, 90, Time/s, 0.139,10
linear_search, 90, Time/s, 0.155,10
linear_search_opt, 90, Time/s, 0.087,10
linear_search_opt, 90, Time/s, 0.102,10
linear_search, 100, Time/s, 0.225,10
linear_search, 100, Time/s, 0.241,10
linear_search_opt, 100, Time/s, 0.117,10
linear_search_opt, 100, Time/s, 0.102,10

line_insect, 1, Time/s, 1.270,10
line_insect, 1, Time/s, 1.257,10
line_insect_opt, 1, Time/s, 0.997,10
line_insect_opt, 1, Time/s, 0.984,10